human_gene_id,entrez_id,sysid_id,chromosome_location,gene_type_id,gene_symbol,gene_description,gene_synonyms,omim_id,ensembl_id,hprd_id,hgnc_id,hpsd,human_gene_remark
1111,6872,SysID_0774,Xq13.1,1,TAF1,"TATA-box binding protein associated factor 1","BA2R, CCG1, CCGS, DYT3, DYT3/TAF1, KAT4, MRXS33, N-TAF1, NSCL2, OF, P250, TAF(II)250, TAF2A, TAFII-250, TAFII250, XDP",313650,ENSG00000147133,02436,11535,0,
1112,5127,NULL,Xp11.3,1,CDK16,"cyclin dependent kinase 16","PCTAIRE, PCTAIRE1, PCTGAIRE, PCTK1",311550,ENSG00000102225,02409,8749,0,
1113,54908,NULL,5q35.1,1,SPDL1,"spindle apparatus coiled-coil protein 1",CCDC99,616401,ENSG00000040275,08623,26010,0,
1114,112714,NULL,2q21.1,1,TUBA3E,"tubulin alpha 3e",-,NULL,ENSG00000152086,17288,20765,0,
1115,54617,NULL,15q15.1,1,INO80,"INO80 complex ATPase subunit","INO80A, INOC1",610169,ENSG00000128908,10024,26956,0,
1116,4811,NULL,1q42.3,1,NID1,"nidogen 1",NID,131390,ENSG00000116962,00574,7821,0,
1117,116461,SysID_0959,1q25.3,1,TSEN15,"tRNA splicing endonuclease subunit 15","C1orf19, PCH2F, sen15",608756,ENSG00000198860,12292,16791,0,
1118,127343,NULL,1p33,1,DMBX1,"diencephalon/mesencephalon homeobox 1","MBX, OTX3, PAXB",607410,ENSG00000197587,07593,19026,0,
1119,130162,NULL,2p16.1,1,CLHC1,"clathrin heavy chain linker domain containing 1",C2orf63,NULL,ENSG00000162994,08100,26453,0,
1120,57102,NULL,12p13.32,1,C12orf4,"chromosome 12 open reading frame 4",-,616082,ENSG00000047621,12609,1184,0,
1121,56964,NULL,15q26.1,1,WDR93,"WD repeat domain 93","C1d-87, CFAP297, FAP297",NULL,ENSG00000140527,14253,26924,0,
1122,8785,NULL,20q13.12,1,MATN4,"matrilin 4",-,603897,ENSG00000124159,04873,6910,0,
1123,9871,NULL,4q26,1,SEC24D,"SEC24 homolog D, COPII coat complex component",CLCRP2,607186,ENSG00000150961,06218,10706,0,
1124,25930,NULL,3p21.31,1,PTPN23,"protein tyrosine phosphatase non-receptor type 23","HD-PTP, HDPTP, NEDBASS, PTP-TD14",606584,ENSG00000076201,05959,14406,1,
1125,6878,NULL,7q22.1,1,TAF6,"TATA-box binding protein associated factor 6","ALYUS, MGC:8964, TAF(II)70, TAF(II)80, TAF2E, TAFII-70, TAFII-80, TAFII70, TAFII80, TAFII85",602955,ENSG00000106290,11807,11540,0,
1126,93627,SysID_0960,4q24,1,TBCK,"TBC1 domain containing kinase","HSPC302, IHPRF3, TBCKL",616899,ENSG00000145348,17514,28261,0,
1127,283635,NULL,14q13.2,1,FAM177A1,"family with sequence similarity 177 member A1",C14orf24,619181,ENSG00000151327,12644,19829,0,
1128,84162,NULL,4q27,1,KIAA1109,KIAA1109,"ALKKUCS, FSA, Tweek",611565,ENSG00000138688,NULL,26953,0,
1129,92154,NULL,16q22.1,1,MTSS2,"MTSS I-BAR domain containing 2","ABBA, ABBA-1, ABBA1, MTSS1L",616951,ENSG00000132613,14289,25094,0,
1130,51133,NULL,1q41,1,KCTD3,"potassium channel tetramerization domain containing 3",NY-REN-45,613272,ENSG00000136636,13766,21305,0,
1131,8208,NULL,21q22.12-q22.13,1,CHAF1B,"chromatin assembly factor 1 subunit B","CAF-1, CAF-IP60, CAF1, CAF1A, CAF1P60, MPHOSPH7, MPP7",601245,ENSG00000159259,03147,1911,0,
1132,64801,SysID_0929,1q42.2,1,ARV1,"ARV1 homolog, fatty acid homeostasis modulator","DEE38, EIEE38",611647,ENSG00000173409,12494,29561,0,
1133,122961,SysID_0751,14q24.3,1,ISCA2,"iron-sulfur cluster assembly 2","HBLD1, ISA2, MMDS4, c14_5557",615317,ENSG00000165898,17090,19857,0,
1134,50628,SysID_0752,17p13.3,1,GEMIN4,"gem nuclear organelle associated protein 4","HC56, HCAP1, HHRF-1, NEDMCR, p97",606969,ENSG00000179409,07370,15717,0,
1135,93649,NULL,17p12,1,MYOCD,myocardin,"MGBL, MYCD",606127,ENSG00000141052,09362,16067,0,
1136,55066,NULL,16q22.1,1,PDPR,"pyruvate dehydrogenase phosphatase regulatory subunit",PDP3,617835,ENSG00000090857,17832,30264,0,
1137,57122,NULL,12q15,1,NUP107,"nucleoporin 107","NPHS11, NUP84, ODG6, ODG6; GAMOS7",607617,ENSG00000111581,06356,29914,0,
1138,162461,NULL,17q21.33,1,TMEM92,"transmembrane protein 92",-,NULL,ENSG00000167105,08743,26579,0,
1139,64097,NULL,5q22.1-q22.2,1,EPB41L4A,"erythrocyte membrane protein band 4.1 like 4A","EPB41L4, NBL4",612141,ENSG00000129595,09939,13278,0,
1140,158293,NULL,9q22.31,1,FAM120AOS,"family with sequence similarity 120A opposite strand",C9orf10OS,NULL,ENSG00000188938,12931,23389,0,
1141,84919,SysID_0769,1q32.1,1,PPP1R15B,"protein phosphatase 1 regulatory subunit 15B","CREP, MSSGM2",613257,ENSG00000158615,17892,14951,0,
1142,200403,NULL,2q11.2,1,VWA3B,"von Willebrand factor A domain containing 3B",SCAR22,614884,ENSG00000168658,14510,28385,0,
1143,80153,NULL,15q24.1,1,EDC3,"enhancer of mRNA decapping 3","LSM16, MRT50, YJDC, YJEFN2, hYjeF_N2-15q23",609842,ENSG00000179151,07954,26114,0,
1144,84706,SysID_0753,16q11.2,1,GPT2,"glutamic--pyruvic transaminase 2","ALT2, GPT 2, MRT49, NEDSPM",138210,ENSG00000166123,06307,18062,0,
1145,10297,SysID_0754,19p13.3,1,APC2,"APC regulator of WNT signaling pathway 2",APCL,612034,ENSG00000115266,09802,24036,0,
1146,200205,NULL,1q42.13,1,IBA57,"iron-sulfur cluster assembly factor IBA57","C1orf69, MMDS3, SPG74",615316,ENSG00000181873,17318,27302,0,
1147,27247,NULL,2p13.3,1,NFU1,"NFU1 iron-sulfur cluster scaffold","CGI-33, HIRIP, HIRIP5, MMDS1, NIFUC, Nfu, NifU",608100,ENSG00000169599,12163,16287,0,
1148,388962,SysID_1492,2p13.1,1,BOLA3,"bolA family member 3",MMDS2,613183,ENSG00000163170,14209,24415,0,
1149,7982,NULL,7q31.2,1,ST7,"suppression of tumorigenicity 7","ETS7q, FAM4A, FAM4A1, HELG, RAY1, SEN4, TSG7",600833,ENSG00000004866,09015,11351,0,
1150,3752,NULL,1p13.2,1,KCND3,"potassium voltage-gated channel subfamily D member 3","BRGDA9, KCND3L, KCND3S, KSHIVB, KV4.3, SCA19, SCA22",605411,ENSG00000171385,16104,6239,0,
1151,4784,SysID_0755,19p13.13,1,NFIX,"nuclear factor I X","CTF, MRSHSS, NF-I/X, NF1-X, NF1A, SOTOS2",164005,ENSG00000008441,01234,7788,0,
1152,283489,SysID_0756,13q34,1,CHAMP1,"chromosome alignment maintaining phosphoprotein 1","C13orf8, CAMP, CHAMP, MRD40, ZNF828",616327,ENSG00000198824,10707,20311,0,
1153,3612,SysID_0757,8q21.13,1,IMPA1,"inositol monophosphatase 1","IMP, IMPA, MRT59",602064,ENSG00000133731,03641,6050,1,
1154,478,SysID_0758,19q13.2,1,ATP1A3,"ATPase Na+/K+ transporting subunit alpha 3","AHC2, ATP1A1, CAPOS, DYT12, RDP",182350,ENSG00000105409,01666,801,1,
1155,89970,SysID_0759,16q13,1,RSPRY1,"ring finger and SPRY domain containing 1",SEMDFA,616585,ENSG00000159579,13908,29420,0,
1156,145270,SysID_0760,14q32.12,1,PRIMA1,"proline rich membrane anchor 1",PRIMA,613851,ENSG00000175785,17907,18319,0,
1157,3190,NULL,9q21.32,1,HNRNPK,"heterogeneous nuclear ribonucleoprotein K","AUKS, CSBP, HNRPK, TUNP",600712,ENSG00000165119,02834,5044,1,
1158,80816,NULL,18q12.1,1,ASXL3,"ASXL transcriptional regulator 3","BRPS, KIAA1713",615115,ENSG00000141431,NULL,29357,0,
1159,23040,SysID_0763,2p25.3,1,MYT1L,"myelin transcription factor 1 like","MRD39, NZF1, ZC2H2C2, ZC2HC4B, myT1-L",613084,ENSG00000186487,14797,7623,0,
1160,28952,SysID_0764,Xp11.23,1,CCDC22,"coiled-coil domain containing 22","CXorf37, JM1, RTSC2",300859,ENSG00000101997,06594,28909,1,
1161,51010,SysID_0766,9p13.2,1,EXOSC3,"exosome component 3","CGI-102, PCH1B, RRP40, Rrp40p, bA3J10.7, hRrp-40, p10",606489,ENSG00000107371,16220,17944,0,
1162,9895,SysID_0767,14q32.31,1,TECPR2,"tectonin beta-propeller repeat containing 2","KIAA0329, SPG49",615000,ENSG00000196663,17184,19957,0,
1163,1729,SysID_0768,5q31.3,1,DIAPH1,"diaphanous related formin 1","DFNA1, DIA1, DRF1, LFHL1, SCBMS, hDIA1",602121,ENSG00000131504,03670,2876,0,
1164,166378,SysID_0770,4q28.1,1,SPATA5,"spermatogenesis associated 5","AFG2, EHLMRS, SPAF",613940,ENSG00000145375,11595,18119,0,
1165,57531,SysID_0771,6q16.3,1,HACE1,"HECT domain and ankyrin repeat containing E3 ubiquitin protein ligase 1",SPPRS,610876,ENSG00000085382,17086,21033,0,
1166,9786,SysID_0772,14q23.1,1,KIAA0586,KIAA0586,"JBTS23, SRTD14, Talpid3",610178,ENSG00000100578,11092,19960,0,
1167,54496,SysID_0773,16q22.1,1,PRMT7,"protein arginine methyltransferase 7",SBIDDS,610087,ENSG00000132600,15174,25557,0,
1168,51053,SysID_0775,6p22.3,1,GMNN,"geminin DNA replication inhibitor","Gem, MGORS6",602842,ENSG00000112312,06783,17493,0,
1170,25914,SysID_0777,18q22.2,1,RTTN,rotatin,MSSP,610436,ENSG00000176225,11525,18654,0,
1171,57410,SysID_0778,11q13.1,1,SCYL1,"SCY1 like pseudokinase 1","GKLP, HT019, NKTL, NTKL, P105, SCAR21, TAPK, TEIF, TRAP",607982,ENSG00000142186,06414,14372,0,
1173,9731,SysID_0780,1p36.32,1,CEP104,"centrosomal protein 104","CFAP256, GlyBP, JBTS25, KIAA0562, ROC22",616690,ENSG00000116198,11091,24866,0,
1174,51501,SysID_0781,11q14.2,1,HIKESHI,"heat shock protein nuclear import factor hikeshi","C11orf73, HLD13, HSPC138, HSPC179, L7RN6, OPI10",614908,ENSG00000149196,13701,26938,0,
1175,2132,SysID_0782,11p11.2,1,EXT2,"exostosin glycosyltransferase 2","SOTV, SSMS",608210,ENSG00000151348,00599,3513,0,
1176,58508,SysID_0783,7q36.1,1,KMT2C,"lysine methyltransferase 2C","HALR, KLEFS2, MLL3",606833,ENSG00000055609,06016,13726,0,
1177,9970,SysID_0784,1q23.3,1,NR1I3,"nuclear receptor subfamily 1 group I member 3","CAR, CAR1, MB67",603881,ENSG00000143257,04858,7969,0,
1178,79776,SysID_0785,8q21.13,1,ZFHX4,"zinc finger homeobox 4","ZFH4, ZHF4",606940,ENSG00000091656,09503,30939,0,
1179,51084,SysID_0787,13q12.11,1,CRYL1,"crystallin lambda 1","GDH, HEL30, gul3DH, lambda-CRY",609877,ENSG00000165475,16762,18246,0,
1180,23245,SysID_0788,9q33.1,1,ASTN2,"astrotactin 2",bA67K19.1,612856,ENSG00000148219,12498,17021,0,
1181,10752,SysID_0789,3p26.3,1,CHL1,"cell adhesion molecule L1 like","CALL, L1CAM2",607416,ENSG00000134121,07598,1939,1,
1182,1740,SysID_0790,11q14.1,1,DLG2,"discs large MAGUK scaffold protein 2","PPP1R58, PSD-93, PSD93, chapsyn-110",603583,ENSG00000150672,08220,2901,1,
1183,344148,SysID_0791,2q21.2,1,NCKAP5,"NCK associated protein 5","ERIH1, ERIH2, NAP5",608789,ENSG00000176771,16936,29847,0,
1184,5289,SysID_0792,18q12.3,1,PIK3C3,"phosphatidylinositol 3-kinase catalytic subunit type 3","VPS34, Vps34, hVps34",602609,ENSG00000078142,04009,8974,0,
1185,54212,SysID_0793,8q11.21,1,SNTG1,"syntrophin gamma 1","G1SYN, SYN4",608714,ENSG00000147481,16373,13740,0,
1186,9833,SysID_0794,9p13.2,1,MELK,"maternal embryonic leucine zipper kinase",HPK38,607025,ENSG00000165304,06119,16870,0,
1187,112939,SysID_0795,19p13.13,1,NACC1,"nucleus accumbens associated 1","BEND8, BTBD14B, BTBD30, NAC-1, NAC1, NECFM",610672,ENSG00000160877,10692,20967,0,
1188,55198,SysID_0796,12q23.3,1,APPL2,"adaptor protein, phosphotyrosine interacting with PH domain and leucine zipper 2",DIP13B,606231,ENSG00000136044,06945,18242,1,
1189,22983,SysID_0797,19p13.13,1,MAST1,"microtubule associated serine/threonine kinase 1","MCCCHCM, SAST",612256,ENSG00000105613,17469,19034,0,
1190,8019,SysID_0798,9q34.2,1,BRD3,"bromodomain containing 3","ORFX, RING3L",601541,ENSG00000169925,03327,1104,0,
1191,55726,SysID_0799,12p11.23,1,INTS13,"integrator complex subunit 13","ASUN, C12orf11, GCT1, Mat89Bb, NET48, SPATA30",615079,ENSG00000064102,07689,20174,0,
1192,11060,SysID_0800,16q22.1,1,WWP2,"WW domain containing E3 ubiquitin protein ligase 2","AIP2, WWp2-like",602308,ENSG00000198373,03812,16804,0,
1193,4804,SysID_0801,17q21.33,1,NGFR,"nerve growth factor receptor","CD271, Gp80-LNGFR, TNFRSF16, p75(NTR), p75NTR",162010,ENSG00000064300,01197,7809,0,
1194,9945,SysID_0802,5q35.3,1,GFPT2,"glutamine-fructose-6-phosphate transaminase 2","GFAT, GFAT 2, GFAT2",603865,ENSG00000131459,04842,4242,0,
1195,10939,SysID_0803,18p11.21,1,AFG3L2,"AFG3 like matrix AAA peptidase subunit 2","OPA12, SCA28, SPAX5",604581,ENSG00000141385,05205,315,1,
1196,92129,SysID_0804,Xq22.3,1,RIPPLY1,"ripply transcriptional repressor 1",-,300575,ENSG00000147223,NULL,25117,0,
1197,124995,SysID_0805,17q21.32,1,MRPL10,"mitochondrial ribosomal protein L10","L10MT, MRP-L10, MRP-L8, MRPL8, RPML8",611825,ENSG00000159111,14738,14055,0,
1198,81562,SysID_0806,2q11.2,1,LMAN2L,"lectin, mannose binding 2 like","MRT52, VIPL",609552,ENSG00000114988,17286,19263,0,
1199,1476,SysID_0807,21q22.3,1,CSTB,"cystatin B","CPI-B, CST6, EPM1, EPM1A, PME, STFB, ULD",601145,ENSG00000160213,03091,2482,0,
1200,8851,SysID_0808,17q11.2,1,CDK5R1,"cyclin dependent kinase 5 regulatory subunit 1","CDK5P35, CDK5R, NCK5A, p23, p25, p35, p35nck5a",603460,ENSG00000176749,04586,1775,0,
1201,1020,SysID_0809,7q36.1,1,CDK5,"cyclin dependent kinase 5","LIS7, PSSALRE",123831,ENSG00000164885,00449,1774,1,
1202,23189,SysID_0810,9p24.3,1,KANK1,"KN motif and ankyrin repeat domains 1","ANKRD15, CPSQ2, KANK",607704,ENSG00000107104,09651,19309,0,
1203,5746,SysID_0811,2q34,1,PTH2R,"parathyroid hormone 2 receptor",PTHR2,601469,ENSG00000144407,03276,9609,0,
1204,1650,SysID_0812,1p36.12,1,DDOST,"dolichyl-diphosphooligosaccharide--protein glycosyltransferase non-catalytic subunit","AGER1, CDG1R, GATD6, OKSWcl45, OST, OST48, WBP1",602202,ENSG00000244038,03728,2728,1,
1205,283989,SysID_0813,17q25.1,1,TSEN54,"tRNA splicing endonuclease subunit 54","PCH2A, PCH4, PCH5, SEN54L, sen54",608755,ENSG00000182173,12291,27561,0,
1206,326625,SysID_0814,12q24.11,1,MMAB,"metabolism of cobalamin associated B","ATR, CFAP23, cblB, cob",607568,ENSG00000139428,07398,19331,0,
1207,472,SysID_0815,11q22.3,1,ATM,"ATM serine/threonine kinase","AT1, ATA, ATC, ATD, ATDC, ATE, TEL1, TELO1",607585,ENSG00000149311,06347,795,0,
1208,95,SysID_0816,3p21.2,1,ACY1,"aminoacylase 1","ACY-1, ACY1D, HEL-S-5",104620,ENSG00000243989,00092,177,0,
1209,8635,SysID_0817,6q27,1,RNASET2,"ribonuclease T2","RNASE6PL, bA514O12.3",612944,ENSG00000026297,10197,21686,0,
1210,51807,SysID_0818,22q11.21,1,TUBA8,"tubulin alpha 8","CDCBM8, TUBAL2",605742,ENSG00000183785,05763,12410,0,
1211,23028,SysID_0819,1p36.12,1,KDM1A,"lysine demethylase 1A","AOF2, BHC110, CPRF, KDM1, LSD1",609132,ENSG00000004487,09800,29079,0,
1212,138050,SysID_0820,8p11.21-p11.1,1,HGSNAT,"heparan-alpha-glucosaminide N-acetyltransferase","HGNAT, MPS3C, RP73, TMEM76",610453,ENSG00000165102,NULL,26527,0,
1213,80208,SysID_0821,15q21.1,1,SPG11,"SPG11 vesicle trafficking associated, spatacsin","ALS5, CMT2X, KIAA1840",610844,ENSG00000104133,07963,11226,0,
1214,5648,SysID_0822,3q27.3,1,MASP1,"MBL associated serine protease 1","3MC1, CRARF, CRARF1, MAP1, MASP, MASP3, MAp44, PRSS5, RaRF",600521,ENSG00000127241,02749,6901,0,
1215,144568,SysID_0823,12p13.31,1,A2ML1,"alpha-2-macroglobulin like 1","CPAMD9, OMS, p170",610627,ENSG00000166535,08684,23336,0,
1216,6655,SysID_0824,14q21.3,1,SOS2,"SOS Ras/Rho guanine nucleotide exchange factor 2","NS9, SOS-2",601247,ENSG00000100485,03149,11188,0,
1217,8216,SysID_0825,22q11.21|22q11.1-q11.2,1,LZTR1,"leucine zipper like transcription regulator 1","BTBD29, LZTR-1, NS10, NS2, SWNTS2",600574,ENSG00000099949,08992,6742,0,
1218,23065,SysID_0826,1p36.13,1,EMC1,"ER membrane protein complex subunit 1","CAVIPMR, KIAA0090",616846,ENSG00000127463,08306,28957,1,
1219,84317,SysID_0827,2q21.1,1,CCDC115,"coiled-coil domain containing 115","CDG2O, ccp1",613734,ENSG00000136710,14428,28178,0,
1220,128989,SysID_0828,22q11.21,1,TANGO2,"transport and golgi organization 2 homolog","C22orf25, MECRCN",616830,ENSG00000183597,13229,25439,0,
1221,10059,SysID_0829,12p11.21,1,DNM1L,"dynamin 1 like","DLP1, DRP1, DVLP, DYMPLE, EMPF, EMPF1, HDYNIV, OPA5",603850,ENSG00000087470,04833,2973,1,
1222,113179,SysID_0830,19p13.3,1,ADAT3,"adenosine deaminase tRNA specific 3","FWP005, MRT36, MST121, MSTP121, S863-5, TAD3",615302,ENSG00000213638,14000,25151,0,
1223,55704,SysID_0831,2p16.1,1,CCDC88A,"coiled-coil domain containing 88A","APE, GIRDIN, GIV, GRDN, HkRP1, KIAA1212, PEHO, PEHOL",609736,ENSG00000115355,11131,25523,0,
1224,124454,SysID_0832,16p12.2,1,EARS2,"glutamyl-tRNA synthetase 2, mitochondrial","COXPD12, MSE1, gluRS, mtGlnRS",612799,ENSG00000103356,NULL,29419,0,
1225,9739,SysID_0833,16p11.2,1,SETD1A,"SET domain containing 1A, histone lysine methyltransferase","EPEDD, KMT2F, NEDSID, Set1, Set1A",611052,ENSG00000099381,13795,29010,0,
1226,23404,SysID_0834,9q34.12,1,EXOSC2,"exosome component 2","RRP4, Rrp4p, SHRF, hRrp4p, p7",602238,ENSG00000130713,03758,17097,0,
1227,56947,SysID_0835,2q36.3,1,MFF,"mitochondrial fission factor","C2orf33, EMPF2, GL004",614785,ENSG00000168958,16653,24858,1,
1228,23247,SysID_0836,16p12.1,1,KATNIP,"katanin interacting protein","JBTS26, KIAA0556",616650,ENSG00000047578,13806,29068,0,
1229,8738,SysID_0837,12q22,1,CRADD,"CASP2 and RIPK1 domain containing adaptor with death domain","MRT34, RAIDD",603454,ENSG00000169372,04584,2340,0,
1230,54872,SysID_0838,4p16.3,1,PIGG,"phosphatidylinositol glycan anchor biosynthesis class G","GPI7, LAS21, MRT53, PRO4405, RLGS1930",616918,ENSG00000174227,07890,25985,0,
1231,2961,SysID_0839,8p12,1,GTF2E2,"general transcription factor IIE subunit 2","FE, TF2E2, TFIIE-B, TTD6",189964,ENSG00000197265,01800,4651,0,
1232,85378,SysID_0840,22q13.33,1,TUBGCP6,"tubulin gamma complex associated protein 6","GCP-6, GCP6, MCCRP, MCCRP1, MCPHCR",610053,ENSG00000128159,15589,18127,0,
1233,221927,SysID_0841,7p22.3,1,BRAT1,"BRCA1 associated ATM activator 1","BAAT1, C7orf27, NEDCAS, RMFSL",614506,ENSG00000106009,12914,21701,0,
1234,10733,SysID_0842,4q28.1,1,PLK4,"polo like kinase 4","MCCRP2, SAK, STK18",605031,ENSG00000142731,10387,11397,0,
1235,6531,SysID_0843,5p15.33,1,SLC6A3,"solute carrier family 6 member 3","DAT, DAT1, PKDYS, PKDYS1",126455,ENSG00000142319,00543,11049,0,
1236,1804,SysID_0844,7q36.2,1,DPP6,"dipeptidyl peptidase like 6","DPL1, DPPX, MRD33, VF2",126141,ENSG00000130226,00525,3010,1,
1237,57468,SysID_0845,20q13.12,1,SLC12A5,"solute carrier family 12 member 5","DEE34, EIEE34, EIG14, KCC2, hKCC2",606726,ENSG00000124140,09469,13818,1,
1238,3745,SysID_0846,20q13.13,1,KCNB1,"potassium voltage-gated channel subfamily B member 1","DEE26, DRK1, Kv2.1",600397,ENSG00000158445,08983,6231,0,
1239,3704,SysID_0847,20p13,1,ITPA,"inosine triphosphatase","C20orf37, DEE35, HLC14-06-P, ITPase, My049, NTPase, dJ794I6.3",147520,ENSG00000125877,08856,6176,0,
1240,5454,SysID_0848,6q16.1,1,POU3F2,"POU class 3 homeobox 2","BRN2, N-Oct3, OCT7, OTF-7, OTF7, POUF3, brn-2, oct-7",600494,ENSG00000184486,02734,9215,0,
1241,6594,SysID_0849,Xq25-q26.1,1,SMARCA1,"SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 1","ISWI, NURF140, SNF2L, SNF2L1, SNF2LB, SNF2LT, SWI, SWI2, hSNF2L",300012,ENSG00000102038,02055,11097,0,
1242,3064,SysID_0850,4p16.3,1,HTT,huntingtin,"HD, IT15, LOMARS",613004,ENSG00000197386,00883,4851,1,
1243,1981,SysID_0851,3q27.1,1,EIF4G1,"eukaryotic translation initiation factor 4 gamma 1","EIF-4G1, EIF4F, EIF4G, EIF4GI, P220, PARK18",600495,ENSG00000114867,06774,3296,1,
1244,23221,SysID_0852,8p21.3,1,RHOBTB2,"Rho related BTB domain containing 2","DBC2, DEE64, EIEE64, p83",607352,ENSG00000008853,06300,18756,0,
1245,4756,SysID_0853,15q24.1,1,NEO1,"neogenin 1","IGDCC2, NGN, NTN1R2",601907,ENSG00000067141,03549,7754,1,
1246,2742,SysID_0854,Xp22.2,1,GLRA2,"glycine receptor alpha 2",GLR,305990,ENSG00000101958,02379,4327,0,
1247,7874,SysID_0855,16p13.2,1,USP7,"ubiquitin specific peptidase 7","HAFOUS, HAUSP, TEF1",602519,ENSG00000187555,03950,12630,0,
1248,9293,SysID_0856,1q25.1,1,GPR52,"G protein-coupled receptor 52",-,604106,ENSG00000203737,07247,4508,0,
1249,92181,SysID_0857,5q35.1,1,UBTD2,"ubiquitin domain containing 2",DCUBP,610174,ENSG00000168246,13118,24463,0,
1250,220134,SysID_0858,18q21.1,1,SKA1,"spindle and kinetochore associated complex subunit 1",C18orf24,616673,ENSG00000154839,12689,28109,0,
1251,55331,SysID_0859,11q13.5,1,ACER3,"alkaline ceramidase 3","APHC, PHCA, PLDECO",617036,ENSG00000078124,17844,16066,0,
1252,79753,SysID_0860,1p34.3,1,SNIP1,"Smad nuclear interacting protein 1","PML1, PMRED",608241,ENSG00000163877,06999,30587,0,
1253,28982,SysID_0861,1q32.3,1,FLVCR1,"FLVCR heme transporter 1","AXPC1, FLVCR, MFSD7B, PCA, PCARP, SLC49A1",609144,ENSG00000162769,16451,24682,0,
1254,84334,SysID_0862,14q32.33,1,COA8,"cytochrome c oxidase assembly factor 8","APOP, APOP1, APOPT1, C14orf153, MC4DN17",616003,ENSG00000256053,12637,20492,0,
1255,100131801,SysID_0863,19p13.2,1,PET100,"PET100 cytochrome c oxidase chaperone","C19orf79, MC4DN12",614770,ENSG00000229833,NULL,40038,0,
1256,80224,SysID_0864,14q12,1,NUBPL,"nucleotide binding protein like","C14orf127, IND1, MC1DN21, huInd1",613621,ENSG00000151413,16600,20278,0,
1257,116228,SysID_0865,1q44,1,COX20,"cytochrome c oxidase assembly factor COX20","FAM36A, MC4DN11",614698,ENSG00000203667,13307,26970,0,
1258,22868,SysID_0866,2q33.3,1,FASTKD2,"FAST kinase domains 2","COXPD44, KIAA0971",612322,ENSG00000118246,13825,29160,0,
1259,1351,SysID_0867,11q13.1,1,COX8A,"cytochrome c oxidase subunit 8A","COX, COX8, COX8-2, COX8L, MC4DN15, VIII, VIII-L",123870,ENSG00000176340,00468,2294,0,
1260,51204,SysID_0868,17q23.3,1,TACO1,"translational activator of cytochrome c oxidase I","CCDC44, MC4DN8",612958,ENSG00000136463,17421,24316,0,
1261,28958,SysID_0869,17q21.2,1,COA3,"cytochrome c oxidase assembly factor 3","CCDC56, COX25, HSPC009, MC4DN14, MITRAC12",614775,ENSG00000183978,NULL,24990,0,
1262,4709,SysID_0870,2q33.1,1,NDUFB3,"NADH:ubiquinone oxidoreductase subunit B3","B12, CI-B12, MC1DN25",603839,ENSG00000119013,11954,7698,0,
1263,91942,SysID_0871,5q12.1,1,NDUFAF2,"NADH:ubiquinone oxidoreductase complex assembly factor 2","B17.2L, MC1DN10, MMTN, NDUFA12L, mimitin",609653,ENSG00000164182,14288,28086,0,
1264,4715,SysID_0872,8q24.13,1,NDUFB9,"NADH:ubiquinone oxidoreductase subunit B9","B22, CI-B22, LYRM3, MC1DN24, UQOR22",601445,ENSG00000147684,03264,7704,1,
1265,55572,SysID_0873,11q24.2,1,FOXRED1,"FAD dependent oxidoreductase domain containing 1","FP634, H17, MC1DN19",613622,ENSG00000110074,13620,26927,0,
1266,51103,SysID_0874,15q15.1,1,NDUFAF1,"NADH:ubiquinone oxidoreductase complex assembly factor 1","CGI-65, CGI65, CIA30, MC1DN11",606934,ENSG00000137806,09500,18828,0,
1267,4729,SysID_0875,18p11.22,1,NDUFV2,"NADH:ubiquinone oxidoreductase core subunit V2","CI-24k, MC1DN7",600532,ENSG00000178127,02757,7717,1,
1268,4705,SysID_0876,2q37.3,1,NDUFA10,"NADH:ubiquinone oxidoreductase subunit A10","CI-42KD, CI-42k, MC1DN22",603835,ENSG00000130414,11950,7684,1,
1269,4704,SysID_0877,12p13.32,1,NDUFA9,"NADH:ubiquinone oxidoreductase subunit A9","CC6, CI-39k, CI39k, COQ11, MC1DN26, NDUFS2L, SDR22E1",603834,ENSG00000139180,04832,7693,1,
1270,79600,SysID_0878,12q24.11,1,TCTN1,"tectonic family member 1","JBTS13, TECT1",609863,ENSG00000204852,08636,26113,0,
1271,51524,SysID_0879,11q12.2,1,TMEM138,"transmembrane protein 138",HSPC196,614459,ENSG00000149483,13713,26944,0,
1272,79867,SysID_0880,12q24.31,1,TCTN2,"tectonic family member 2","C12orf38, JBTS24, MKS8, TECT2",613846,ENSG00000168778,07805,25774,0,
1273,11023,SysID_0881,10q25.3,1,VAX1,"ventral anterior homeobox 1",MCOPS11,604294,ENSG00000148704,16052,12660,0,
1274,652,SysID_0882,14q22.2,1,BMP4,"bone morphogenetic protein 4","BMP2B, BMP2B1, MCOPS6, OFC11, ZYME",112262,ENSG00000125378,00207,1071,0,
1275,5015,SysID_0883,14q22.3,1,OTX2,"orthodenticle homeobox 2","CPHD6, MCOPS5",600037,ENSG00000165588,07190,8522,0,
1276,51057,SysID_0884,2p15,1,WDPCP,"WD repeat containing planar cell polarity effector","BBS15, C2orf86, CHDTHP, CPLANE5, FRITZ, FRTZ",613580,ENSG00000143951,14228,28027,0,
